297645,1330,20778810
254092,70,741325
268279,68,613669
270423,73,1046587
275910,72,982643
285690,66,516799
366686,44,57196
343931,61,330771
489969,50,109468
252897,71,882465
379508,56,187155
347946,66,510412
142065,99,13037079
354674,51,118861
339054,51,112843
348441,62,339776
313051,41,42686
267240,70,763476
382727,51,115218
308636,48,83017
367206,32,16633
291307,47,82407
375214,35,23757
305288,45,64567
-1,1,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
265163,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
229567,14
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
103309,7
-1,-1
-1,-1
-1,-1
-1,-1
165610,50
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
115061,538
-1,-1
-1,-1
-1,-1
