311281,1330,20778810
267414,70,741325
281906,68,613669
284650,73,1046587
289928,72,982643
298741,66,516799
383969,44,57196
359551,61,330771
509267,50,109468
265926,71,882465
393639,56,187155
361370,66,510412
145812,99,13037079
369747,51,118861
354811,51,112843
365131,62,339776
326466,41,42686
279654,70,763476
402391,51,115218
322442,48,83017
383143,32,16633
305404,47,82407
392047,35,23757
318818,45,64567
-1,1,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
274820,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
242995,14
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,0
-1,0
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
112021,7
-1,-1
-1,-1
-1,-1
-1,-1
175832,50
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
117503,538
-1,-1
-1,-1
-1,-1
