230883,1329,20778810
191421,70,741325
203168,68,613669
204030,73,1046587
209226,72,982643
223191,66,516799
285666,44,57196
268097,61,330771
399397,50,109468
196460,71,882465
307239,56,187155
284188,66,510412
120940,99,13037079
278891,51,118861
263664,51,112843
268975,62,339776
246986,41,42686
208164,70,763476
294093,51,115218
244126,48,83017
285095,32,16633
218683,47,82407
294657,35,23757
240803,45,64567
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
217605,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
157195,14
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
55618,7
-1,-1
-1,-1
-1,-1
113520,50
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
97048,538
-1,-1
-1,-1
