249235,1329,20778810
207705,70,741325
220055,68,613669
220767,73,1046587
226386,72,982643
239812,66,516799
309730,44,57196
290198,61,330771
426935,50,109468
212162,71,882465
327398,56,187155
303304,66,510412
128592,99,13037079
301591,51,118861
286069,51,112843
292967,62,339776
266477,41,42686
226240,70,763476
320351,51,115218
262944,48,83017
309561,32,16633
240717,47,82407
318634,35,23757
258729,45,64567
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
232279,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
179478,14
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
71888,7
-1,-1
-1,-1
-1,-1
127974,50
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
103355,538
-1,-1
-1,-1
-1,-1
